loan_approved,predicted_loan_approved,predicted_probability,derived_race,derived_ethnicity,derived_sex
1,1,0.9297125476411198,White,Not Hispanic or Latino,Male
1,1,0.9285367800553107,White,Not Hispanic or Latino,Joint
1,1,0.9821833906164236,White,Not Hispanic or Latino,Joint
1,1,0.9098708053564184,White,Hispanic or Latino,Joint
1,1,0.8404385714504478,Asian,Not Hispanic or Latino,Male
1,1,0.9637270431679504,White,Not Hispanic or Latino,Joint
0,0,0.35212825997618225,White,Not Hispanic or Latino,Male
1,1,0.756646463944427,White,Not Hispanic or Latino,Joint
1,1,0.6214241962276958,White,Not Hispanic or Latino,Female
1,1,0.9488589217532587,White,Not Hispanic or Latino,Joint
1,1,0.9445875329717375,Asian,Not Hispanic or Latino,Joint
1,1,0.8038367872909742,White,Not Hispanic or Latino,Male
1,1,0.9584228617956394,Asian,Not Hispanic or Latino,Male
1,1,0.8292207451807236,White,Not Hispanic or Latino,Male
1,1,0.9636833221493417,Asian,Not Hispanic or Latino,Male
1,1,0.9706594991101907,Asian,Not Hispanic or Latino,Joint
1,1,0.9690719134642568,Asian,Not Hispanic or Latino,Joint
1,1,0.8294681309753574,Asian,Not Hispanic or Latino,Joint
1,1,0.7168524334777342,White,Not Hispanic or Latino,Male
1,1,0.8635723455582928,Asian,Not Hispanic or Latino,Joint
1,1,0.7534025164677385,White,Not Hispanic or Latino,Joint
1,1,0.7929382595921539,White,Not Hispanic or Latino,Joint
1,1,0.9830001374510079,Asian,Not Hispanic or Latino,Joint
1,1,0.782913836309579,White,Not Hispanic or Latino,Joint
1,1,0.8974677535743623,Asian,Not Hispanic or Latino,Male
1,1,0.7869995216005582,White,Not Hispanic or Latino,Female
1,1,0.9601262268886966,Asian,Not Hispanic or Latino,Joint
1,1,0.8970165217200271,Asian,Not Hispanic or Latino,Male
1,1,0.9611302326456409,Asian,Not Hispanic or Latino,Male
1,1,0.9476486776613089,Asian,Not Hispanic or Latino,Joint
1,1,0.8808862483473082,White,Not Hispanic or Latino,Joint
1,1,0.8540262363355484,White,Not Hispanic or Latino,Male
1,1,0.7742750332588072,White,Not Hispanic or Latino,Joint
1,1,0.9078992071511381,White,Ethnicity Not Available,Joint
1,1,0.9519465512106227,Asian,Not Hispanic or Latino,Female
1,1,0.9714009925199246,White,Not Hispanic or Latino,Joint
1,1,0.6095630399246171,White,Not Hispanic or Latino,Male
0,1,0.9694816544153084,White,Not Hispanic or Latino,Joint
1,1,0.971375821057243,White,Not Hispanic or Latino,Joint
1,1,0.7886392580360627,White,Hispanic or Latino,Joint
1,1,0.7948799503218444,Asian,Not Hispanic or Latino,Male
1,1,0.8647327698313163,Asian,Not Hispanic or Latino,Male
1,1,0.6487853167966428,Asian,Not Hispanic or Latino,Joint
1,1,0.7746098469922424,White,Joint,Female
0,1,0.7488166060723251,Asian,Not Hispanic or Latino,Joint
1,1,0.9811447617161735,Asian,Not Hispanic or Latino,Joint
1,1,0.837007402682992,White,Not Hispanic or Latino,Female
0,1,0.5022668362896817,White,Not Hispanic or Latino,Male
1,1,0.9129967629389956,Asian,Not Hispanic or Latino,Joint
1,1,0.944419601048867,White,Joint,Joint
1,1,0.7419756232715461,Asian,Not Hispanic or Latino,Female
1,1,0.8621846619678667,Asian,Not Hispanic or Latino,Female
1,1,0.9508233837545729,Asian,Not Hispanic or Latino,Male
1,1,0.9420999023501334,Asian,Not Hispanic or Latino,Male
1,1,0.882629551850385,Asian,Not Hispanic or Latino,Male
0,1,0.9829738523982119,White,Not Hispanic or Latino,Female
1,1,0.9557405125450537,White,Not Hispanic or Latino,Joint
1,1,0.7872074110687839,White,Not Hispanic or Latino,Female
1,1,0.7032728490322876,White,Not Hispanic or Latino,Male
1,1,0.7545986098493261,Asian,Not Hispanic or Latino,Joint
1,1,0.7249959480415025,White,Hispanic or Latino,Female
1,1,0.9659264314943468,White,Not Hispanic or Latino,Female
1,1,0.9240260740033651,White,Not Hispanic or Latino,Male
0,1,0.9488858062120338,Asian,Not Hispanic or Latino,Joint
1,1,0.9259360543573805,White,Not Hispanic or Latino,Joint
1,1,0.8812182948454208,Asian,Not Hispanic or Latino,Joint
1,1,0.9722122151080215,White,Not Hispanic or Latino,Female
1,1,0.6056874137286655,Black or African American,Not Hispanic or Latino,Joint
1,1,0.8990259047113551,White,Not Hispanic or Latino,Male
0,1,0.5996233284717812,White,Not Hispanic or Latino,Male
1,1,0.9457367310222693,Asian,Not Hispanic or Latino,Female
1,1,0.9311450101704258,Asian,Not Hispanic or Latino,Joint
1,1,0.9110468935925463,Asian,Not Hispanic or Latino,Male
1,1,0.9752967273274596,Asian,Not Hispanic or Latino,Male
1,1,0.9495860829568282,Asian,Not Hispanic or Latino,Male
1,1,0.9534075448864017,Asian,Not Hispanic or Latino,Male
1,1,0.982312547821722,White,Not Hispanic or Latino,Male
1,1,0.8693629377089842,Asian,Not Hispanic or Latino,Male
1,1,0.9511876883930344,White,Not Hispanic or Latino,Male
1,1,0.9756869221043859,White,Joint,Joint
1,1,0.9643342694150525,White,Not Hispanic or Latino,Male
1,1,0.928128076156651,Asian,Not Hispanic or Latino,Female
1,1,0.984613667436638,White,Not Hispanic or Latino,Joint
1,1,0.8941579730420625,Asian,Not Hispanic or Latino,Joint
1,1,0.9257852209390967,Asian,Not Hispanic or Latino,Male
1,1,0.9086997866704467,White,Not Hispanic or Latino,Male
1,1,0.9567646528866462,White,Not Hispanic or Latino,Joint
1,1,0.774609459351367,White,Not Hispanic or Latino,Joint
1,1,0.9326615955445834,White,Not Hispanic or Latino,Joint
1,1,0.9673244192113922,Asian,Not Hispanic or Latino,Male
0,1,0.8103013687557469,White,Not Hispanic or Latino,Joint
1,1,0.895728019262794,Asian,Not Hispanic or Latino,Male
1,1,0.9672592533525854,White,Not Hispanic or Latino,Female
1,1,0.815442602655309,White,Not Hispanic or Latino,Female
1,1,0.8707938048627147,White,Not Hispanic or Latino,Male
0,0,0.3454167333240379,Asian,Not Hispanic or Latino,Male
0,1,0.7006882781733262,Asian,Hispanic or Latino,Female
0,1,0.643274251720981,Asian,Not Hispanic or Latino,Male
1,1,0.9581027552367585,Asian,Not Hispanic or Latino,Joint
1,1,0.967138827691617,Asian,Not Hispanic or Latino,Joint
1,1,0.9643937929562362,White,Not Hispanic or Latino,Female
1,1,0.9867832142696664,White,Not Hispanic or Latino,Joint
0,1,0.9570146173399555,Asian,Not Hispanic or Latino,Female
1,1,0.9755042969428246,White,Not Hispanic or Latino,Joint
1,1,0.6454204407900221,Asian,Not Hispanic or Latino,Male
0,1,0.9156797992094626,Asian,Not Hispanic or Latino,Male
1,1,0.7946168961736927,White,Not Hispanic or Latino,Female
1,1,0.9702645311203371,Asian,Not Hispanic or Latino,Joint
1,1,0.640385362573551,White,Not Hispanic or Latino,Female
1,1,0.9448745421166549,White,Hispanic or Latino,Male
1,1,0.7565995819960709,White,Hispanic or Latino,Female
1,1,0.9691474468377721,White,Not Hispanic or Latino,Male
1,1,0.9345795121249647,Asian,Not Hispanic or Latino,Female
1,1,0.9518925943856519,Asian,Not Hispanic or Latino,Joint
1,1,0.9286332283313015,Asian,Not Hispanic or Latino,Female
1,1,0.9041086960195549,Asian,Not Hispanic or Latino,Female
1,1,0.9417056723276743,White,Not Hispanic or Latino,Male
1,1,0.9156304337681617,White,Not Hispanic or Latino,Male
1,1,0.8381758891007086,White,Not Hispanic or Latino,Joint
1,1,0.9582929813734079,White,Not Hispanic or Latino,Joint
1,1,0.947057981343151,Asian,Not Hispanic or Latino,Joint
1,1,0.9220479396785345,Asian,Not Hispanic or Latino,Joint
1,1,0.9430782721402464,White,Not Hispanic or Latino,Joint
1,1,0.9451909864902552,Asian,Not Hispanic or Latino,Male
1,1,0.9049335973297985,Black or African American,Not Hispanic or Latino,Male
1,1,0.9367320281536966,Asian,Not Hispanic or Latino,Joint
1,1,0.9249310901327945,Asian,Not Hispanic or Latino,Joint
1,1,0.7139193554157444,White,Hispanic or Latino,Male
1,1,0.9051820573014607,White,Not Hispanic or Latino,Male
1,1,0.9089564791893958,Asian,Not Hispanic or Latino,Male
1,1,0.977181330462058,Asian,Not Hispanic or Latino,Male
1,1,0.5916550892745667,White,Hispanic or Latino,Male
1,1,0.9742039770291007,Asian,Not Hispanic or Latino,Joint
1,1,0.9883553945337101,Asian,Not Hispanic or Latino,Joint
1,1,0.8745679526502167,White,Not Hispanic or Latino,Joint
1,1,0.8281197771690144,White,Not Hispanic or Latino,Joint
1,1,0.9029845775600077,Asian,Not Hispanic or Latino,Male
1,1,0.9026005339258977,White,Not Hispanic or Latino,Joint
1,1,0.9536962455216125,White,Not Hispanic or Latino,Joint
1,1,0.6433841364810318,White,Not Hispanic or Latino,Female
1,1,0.8718871155150322,Asian,Not Hispanic or Latino,Male
1,1,0.9641382405528446,Asian,Not Hispanic or Latino,Joint
1,1,0.9323693933898021,Asian,Not Hispanic or Latino,Male
1,1,0.9520459186204755,White,Not Hispanic or Latino,Joint
1,1,0.9563229056428211,Asian,Not Hispanic or Latino,Joint
1,1,0.961326610589493,White,Not Hispanic or Latino,Joint
1,1,0.8228328203582761,White,Not Hispanic or Latino,Female
1,1,0.9664473305811206,White,Not Hispanic or Latino,Female
1,1,0.9007389875374106,White,Not Hispanic or Latino,Male
1,1,0.9681684186239,Asian,Not Hispanic or Latino,Joint
1,1,0.9289650358123412,Asian,Not Hispanic or Latino,Joint
0,1,0.9056023368547234,White,Not Hispanic or Latino,Female
1,1,0.8370455692569532,White,Not Hispanic or Latino,Male
0,1,0.9762046158712174,Asian,Not Hispanic or Latino,Joint
1,1,0.9824108140845838,Asian,Not Hispanic or Latino,Joint
1,1,0.7543246958259496,White,Not Hispanic or Latino,Female
1,1,0.9164424715586633,Asian,Not Hispanic or Latino,Male
1,1,0.9554596887529105,Asian,Not Hispanic or Latino,Male
1,1,0.7629530178193137,White,Joint,Joint
1,1,0.9121568521390393,Asian,Not Hispanic or Latino,Joint
0,1,0.9901496148988073,White,Not Hispanic or Latino,Female
1,1,0.785636009239287,White,Not Hispanic or Latino,Male
1,1,0.9647245483435639,White,Not Hispanic or Latino,Female
1,1,0.9591052095499148,White,Joint,Joint
1,1,0.9363320617253872,White,Not Hispanic or Latino,Female
1,1,0.9224415946006026,Asian,Not Hispanic or Latino,Joint
1,1,0.9690613123170218,Asian,Not Hispanic or Latino,Joint
1,1,0.9450643333990246,Asian,Not Hispanic or Latino,Male
1,1,0.8633133454916639,Asian,Not Hispanic or Latino,Male
1,1,0.9525052911580243,Asian,Not Hispanic or Latino,Joint
1,1,0.9569442148846747,White,Not Hispanic or Latino,Male
1,1,0.9727217927319308,White,Not Hispanic or Latino,Male
1,1,0.9500837398924685,White,Not Hispanic or Latino,Joint
1,1,0.8385240223730432,White,Not Hispanic or Latino,Joint
1,1,0.9137509951129492,White,Hispanic or Latino,Joint
1,1,0.9309429885364761,White,Not Hispanic or Latino,Joint
1,1,0.9760617333224555,Asian,Not Hispanic or Latino,Joint
1,1,0.8661982857154447,White,Not Hispanic or Latino,Joint
1,1,0.9161012538436969,White,Not Hispanic or Latino,Male
1,1,0.9911750828193949,Asian,Not Hispanic or Latino,Joint
1,1,0.9927389774580374,White,Not Hispanic or Latino,Female
1,1,0.9626087402162656,Asian,Not Hispanic or Latino,Female
1,1,0.9628370288573451,Asian,Not Hispanic or Latino,Joint
1,1,0.9487961155697836,White,Not Hispanic or Latino,Male
1,1,0.9621416107175743,White,Not Hispanic or Latino,Joint
1,1,0.8996327258654888,Asian,Not Hispanic or Latino,Female
1,1,0.9797107520248969,White,Not Hispanic or Latino,Male
1,1,0.9504988292565768,Asian,Not Hispanic or Latino,Joint
1,1,0.9346945217560788,White,Not Hispanic or Latino,Male
1,1,0.6684253590523772,Asian,Not Hispanic or Latino,Joint
1,1,0.9121365106204854,Asian,Not Hispanic or Latino,Male
1,1,0.9610733851585382,Asian,Not Hispanic or Latino,Male
1,1,0.7477006988014855,White,Not Hispanic or Latino,Female
1,1,0.9594112444592052,Asian,Not Hispanic or Latino,Joint
1,1,0.9285228034369913,White,Not Hispanic or Latino,Joint
0,1,0.8906357445825437,White,Hispanic or Latino,Female
0,0,0.3300131687702393,White,Hispanic or Latino,Joint
1,1,0.9819929374450586,Asian,Not Hispanic or Latino,Joint
1,1,0.7746262433936456,Asian,Not Hispanic or Latino,Joint
1,1,0.97188908892143,Asian,Not Hispanic or Latino,Male
0,1,0.7832398451980469,White,Not Hispanic or Latino,Male
1,1,0.9247920598140081,White,Not Hispanic or Latino,Female
1,1,0.8447137252447274,Asian,Not Hispanic or Latino,Joint
1,1,0.613451914281972,Black or African American,Hispanic or Latino,Female
1,1,0.9855513734173136,White,Not Hispanic or Latino,Joint
0,1,0.7301027535936561,White,Not Hispanic or Latino,Female
1,1,0.9866102262748012,White,Not Hispanic or Latino,Joint
1,1,0.9772983216149532,White,Not Hispanic or Latino,Joint
1,1,0.5345475143383056,White,Hispanic or Latino,Female
1,1,0.9440278588774701,White,Not Hispanic or Latino,Male
1,1,0.9843108453697731,White,Not Hispanic or Latino,Joint
0,1,0.7672108285107487,White,Not Hispanic or Latino,Female
0,1,0.6239521740764971,White,Not Hispanic or Latino,Joint
1,1,0.9671825719917342,White,Not Hispanic or Latino,Male
1,1,0.9841664374913293,White,Not Hispanic or Latino,Male
1,1,0.9595065148252103,Asian,Not Hispanic or Latino,Male
1,1,0.9312177162411341,Asian,Not Hispanic or Latino,Male
1,1,0.9650918255772966,White,Not Hispanic or Latino,Joint
1,1,0.9411433316449502,Asian,Not Hispanic or Latino,Joint
1,1,0.93358165564104,White,Not Hispanic or Latino,Male
1,1,0.7652381186951454,White,Not Hispanic or Latino,Female
0,1,0.9878893660067,Asian,Not Hispanic or Latino,Male
1,1,0.9405459556409506,White,Not Hispanic or Latino,Male
1,1,0.8519908382984213,White,Not Hispanic or Latino,Female
1,1,0.948153299120834,Asian,Not Hispanic or Latino,Joint
0,1,0.8647012172030727,White,Not Hispanic or Latino,Male
1,1,0.9689011844092061,Asian,Not Hispanic or Latino,Joint
1,1,0.8934135367686189,Asian,Not Hispanic or Latino,Male
1,1,0.7470620802116227,Asian,Not Hispanic or Latino,Male
1,1,0.8106139353097169,White,Not Hispanic or Latino,Female
0,1,0.6698751957152513,White,Not Hispanic or Latino,Male
1,1,0.9826917464614295,White,Not Hispanic or Latino,Female
1,1,0.9648462906648296,White,Not Hispanic or Latino,Joint
1,1,0.9477059912953151,Asian,Not Hispanic or Latino,Female
0,1,0.6448057018226658,White,Not Hispanic or Latino,Male
1,1,0.9643760442791581,White,Not Hispanic or Latino,Male
1,1,0.881920096255113,Asian,Not Hispanic or Latino,Joint
1,1,0.902921615311266,Asian,Not Hispanic or Latino,Joint
1,1,0.9299017398870466,White,Not Hispanic or Latino,Male
1,1,0.8895336511852392,Asian,Not Hispanic or Latino,Male
1,1,0.957936112369033,Asian,Not Hispanic or Latino,Joint
1,1,0.8695588715790918,White,Not Hispanic or Latino,Joint
1,1,0.8867413388581766,Asian,Not Hispanic or Latino,Joint
1,1,0.8413570987077034,Asian,Not Hispanic or Latino,Male
1,1,0.9500870100697,Asian,Not Hispanic or Latino,Female
1,1,0.9676046173901418,Asian,Not Hispanic or Latino,Joint
1,1,0.933665530567743,Asian,Not Hispanic or Latino,Male
1,1,0.9497881052046183,Asian,Not Hispanic or Latino,Joint
0,1,0.8967818227705463,White,Not Hispanic or Latino,Joint
1,1,0.9636753127809639,White,Not Hispanic or Latino,Female
1,1,0.9568400652630615,White,Not Hispanic or Latino,Joint
0,1,0.9177102815471196,Asian,Not Hispanic or Latino,Male
1,1,0.9429222318792168,Asian,Not Hispanic or Latino,Joint
1,1,0.8924868859999353,White,Not Hispanic or Latino,Male
1,1,0.9457327355115066,White,Not Hispanic or Latino,Joint
1,1,0.9466882989222681,White,Not Hispanic or Latino,Female
1,1,0.8867136320414137,Asian,Not Hispanic or Latino,Male
1,1,0.8927017913538284,Asian,Not Hispanic or Latino,Joint
0,1,0.6471262822048914,White,Not Hispanic or Latino,Joint
1,1,0.8852289403558862,Asian,Not Hispanic or Latino,Male
0,1,0.8275858862555787,Asian,Not Hispanic or Latino,Male
1,1,0.8293430137571246,Asian,Not Hispanic or Latino,Joint
1,1,0.9239150018888593,Asian,Not Hispanic or Latino,Male
1,1,0.9568730694331498,White,Not Hispanic or Latino,Joint
1,1,0.8073866370317867,Asian,Not Hispanic or Latino,Male
1,1,0.9146030250728918,White,Hispanic or Latino,Male
1,1,0.7206903106296716,Asian,Not Hispanic or Latino,Male
1,1,0.9509461225887281,White,Not Hispanic or Latino,Male
1,1,0.9381744509079689,White,Hispanic or Latino,Female
1,1,0.9330443479159393,White,Joint,Joint
0,1,0.746024445881025,White,Not Hispanic or Latino,Female
1,1,0.9294009378836747,White,Not Hispanic or Latino,Joint
1,1,0.7380067348099079,Asian,Not Hispanic or Latino,Male
1,1,0.8527308902700956,Asian,Not Hispanic or Latino,Male
1,1,0.9126114472308621,White,Not Hispanic or Latino,Joint
1,1,0.776379718168135,White,Joint,Joint
0,0,0.4747060323939259,White,Hispanic or Latino,Joint
1,1,0.7101857350773771,Asian,Not Hispanic or Latino,Male
1,1,0.9125017824134377,Asian,Not Hispanic or Latino,Male
1,1,0.9513715183482764,Asian,Not Hispanic or Latino,Joint
1,1,0.9640444429367174,Asian,Not Hispanic or Latino,Male
1,1,0.8648311442169146,Asian,Hispanic or Latino,Male
1,1,0.7827660469266811,Asian,Not Hispanic or Latino,Male
1,1,0.9503527020012301,Asian,Not Hispanic or Latino,Joint
1,1,0.8588654297367991,Asian,Not Hispanic or Latino,Joint
0,1,0.9466345193841493,White,Not Hispanic or Latino,Joint
1,1,0.9743790331800153,White,Not Hispanic or Latino,Joint
1,1,0.8820467338595444,Asian,Not Hispanic or Latino,Female
1,1,0.877906105945478,Asian,Not Hispanic or Latino,Male
1,1,0.6887015948700738,White,Not Hispanic or Latino,Female
1,1,0.9562085000143025,White,Joint,Joint
1,1,0.9044442152839359,White,Not Hispanic or Latino,Male
1,1,0.9374875648212939,White,Not Hispanic or Latino,Male
0,1,0.9192797615036651,Asian,Not Hispanic or Latino,Joint
1,1,0.977683760819571,White,Not Hispanic or Latino,Joint
1,1,0.9669600339046364,White,Not Hispanic or Latino,Male
1,1,0.8239557225357484,Asian,Not Hispanic or Latino,Joint
1,1,0.9291255386429143,Asian,Not Hispanic or Latino,Male
1,1,0.843043669292936,Black or African American,Not Hispanic or Latino,Female
1,1,0.9405117250793211,White,Not Hispanic or Latino,Female
1,1,0.7677764386768424,White,Not Hispanic or Latino,Male
1,1,0.9382440005451402,White,Not Hispanic or Latino,Joint
1,1,0.9619652653217099,White,Not Hispanic or Latino,Male
1,1,0.7780911635027048,Asian,Not Hispanic or Latino,Female
1,1,0.8604127603482095,Asian,Not Hispanic or Latino,Male
1,1,0.9365704781838694,White,Not Hispanic or Latino,Joint
1,1,0.8670670720415768,Asian,Not Hispanic or Latino,Female
1,1,0.9619016828082694,White,Not Hispanic or Latino,Female
1,1,0.7759759236821314,Asian,Not Hispanic or Latino,Female
1,1,0.9796042273343385,White,Not Hispanic or Latino,Joint
1,1,0.9388862992625436,White,Not Hispanic or Latino,Female
1,1,0.9019246834712485,Asian,Not Hispanic or Latino,Joint
1,1,0.865971285437888,White,Not Hispanic or Latino,Female
1,1,0.9214277761705906,Asian,Not Hispanic or Latino,Male
1,1,0.7533044360398105,White,Not Hispanic or Latino,Joint
1,1,0.9461977380032166,White,Not Hispanic or Latino,Joint
1,1,0.7697134654390962,Asian,Not Hispanic or Latino,Male
1,1,0.9691856668623982,Asian,Not Hispanic or Latino,Joint
1,1,0.9438423108711973,Asian,Not Hispanic or Latino,Male
1,1,0.8485313793676151,White,Not Hispanic or Latino,Male
1,1,0.9497533483759802,White,Not Hispanic or Latino,Joint
1,1,0.909413309030449,Asian,Not Hispanic or Latino,Male
1,1,0.8056470816064275,White,Not Hispanic or Latino,Joint
1,1,0.6066022256342564,Asian,Not Hispanic or Latino,Male
1,1,0.9470086603735026,Asian,Not Hispanic or Latino,Joint
1,1,0.9188894860863938,Asian,Not Hispanic or Latino,Male
1,1,0.9401657067771915,White,Not Hispanic or Latino,Joint
1,1,0.9223900327659149,Asian,Not Hispanic or Latino,Female
1,1,0.8068132840410382,Asian,Not Hispanic or Latino,Male
1,1,0.8993995384313562,White,Not Hispanic or Latino,Joint
1,1,0.9665117383587796,White,Not Hispanic or Latino,Male
1,1,0.8087010183798178,White,Not Hispanic or Latino,Joint
1,1,0.7962315327641605,Asian,Not Hispanic or Latino,Male
1,1,0.8922611710156132,White,Not Hispanic or Latino,Joint
1,1,0.9431837818258378,Asian,Not Hispanic or Latino,Male
1,1,0.8122737701397611,Asian,Not Hispanic or Latino,Female
1,1,0.9499395739146033,Asian,Not Hispanic or Latino,Joint
1,1,0.9364501228905064,Asian,Not Hispanic or Latino,Female
1,1,0.9117366780414949,White,Not Hispanic or Latino,Female
0,1,0.859817369893711,Asian,Not Hispanic or Latino,Female
0,1,0.847514922653042,Black or African American,Not Hispanic or Latino,Male
1,1,0.9578850992196731,White,Not Hispanic or Latino,Female
1,1,0.9435839287926759,Asian,Not Hispanic or Latino,Male
1,1,0.950549296038888,Asian,Not Hispanic or Latino,Joint
1,1,0.9762054252491981,White,Not Hispanic or Latino,Male
1,1,0.9866935436550273,Asian,Not Hispanic or Latino,Joint
1,1,0.8779827260147666,Asian,Not Hispanic or Latino,Female
1,1,0.64303604973097,White,Hispanic or Latino,Female
1,1,0.8098562576088918,Black or African American,Not Hispanic or Latino,Joint
1,1,0.9149413577936015,White,Not Hispanic or Latino,Male
1,1,0.9328434324586363,Asian,Not Hispanic or Latino,Female
1,1,0.9621531699294058,White,Not Hispanic or Latino,Joint
1,1,0.7696129258181494,Asian,Not Hispanic or Latino,Male
1,1,0.9635264527103348,White,Not Hispanic or Latino,Joint
1,1,0.821528033925237,Asian,Not Hispanic or Latino,Joint
1,1,0.9221779505038995,Asian,Not Hispanic or Latino,Joint
1,1,0.9741925487979763,Asian,Not Hispanic or Latino,Joint
0,1,0.6703500835099709,White,Not Hispanic or Latino,Female
1,1,0.9362555049158592,White,Not Hispanic or Latino,Female
1,1,0.9779581451240095,Asian,Not Hispanic or Latino,Joint
1,1,0.6175018776080959,White,Hispanic or Latino,Male
1,1,0.6793746133620463,Asian,Ethnicity Not Available,Female
1,1,0.9463317553121029,White,Not Hispanic or Latino,Joint
1,1,0.9219271500436006,Asian,Not Hispanic or Latino,Female
1,1,0.9174597412065342,White,Not Hispanic or Latino,Joint
1,1,0.9434081965116473,White,Not Hispanic or Latino,Joint
1,1,0.8197468387295497,Asian,Not Hispanic or Latino,Male
1,1,0.9286004325591481,White,Not Hispanic or Latino,Female
1,1,0.9623541361475288,White,Not Hispanic or Latino,Joint
1,1,0.984714238588252,White,Not Hispanic or Latino,Female
1,1,0.9222699803190233,Asian,Not Hispanic or Latino,Joint
1,1,0.9134247607702134,White,Not Hispanic or Latino,Male
1,1,0.7027964693090711,White,Not Hispanic or Latino,Male
0,1,0.7619915278292548,Asian,Not Hispanic or Latino,Male
1,1,0.9201601625942224,White,Not Hispanic or Latino,Joint
1,1,0.9687153417518054,Asian,Not Hispanic or Latino,Joint
1,1,0.9477781302672214,White,Not Hispanic or Latino,Female
1,1,0.9230705637154472,Asian,Not Hispanic or Latino,Male
1,1,0.9347262197649409,White,Not Hispanic or Latino,Joint
1,1,0.9498483805787172,White,Not Hispanic or Latino,Joint
0,1,0.9894742405744433,Asian,Not Hispanic or Latino,Female
1,1,0.8823921655744601,Asian,Not Hispanic or Latino,Male
1,1,0.9788302543454803,White,Not Hispanic or Latino,Male
1,1,0.9800705956088214,White,Not Hispanic or Latino,Male
1,1,0.9435608735660429,Asian,Not Hispanic or Latino,Joint
1,1,0.8807872266361244,Asian,Not Hispanic or Latino,Male
1,1,0.9608614792663771,White,Not Hispanic or Latino,Joint
1,1,0.5869764335700258,White,Not Hispanic or Latino,Male
1,1,0.9527743168713424,White,Not Hispanic or Latino,Joint
1,1,0.9638593368325923,White,Not Hispanic or Latino,Female
1,1,0.888150105765664,White,Not Hispanic or Latino,Male
1,1,0.8793589842849969,Asian,Not Hispanic or Latino,Male
1,1,0.8793962201407829,Asian,Not Hispanic or Latino,Male
1,1,0.8402004316247578,Asian,Not Hispanic or Latino,Male
1,1,0.9567819085462791,White,Not Hispanic or Latino,Male
1,1,0.9261351591667036,Asian,Not Hispanic or Latino,Female
1,1,0.9389097120550332,White,Not Hispanic or Latino,Male
1,1,0.8894340394724214,Asian,Not Hispanic or Latino,Joint
1,1,0.900963243578812,Asian,Not Hispanic or Latino,Male
1,1,0.9389738249802502,Asian,Not Hispanic or Latino,Female
1,1,0.925287435330645,Asian,Not Hispanic or Latino,Male
1,1,0.9649883471632975,White,Not Hispanic or Latino,Joint
0,1,0.7938022346246473,White,Not Hispanic or Latino,Male
1,1,0.9511784415924628,White,Not Hispanic or Latino,Joint
1,1,0.9673763059043143,Asian,Not Hispanic or Latino,Male
1,1,0.9591702589169643,White,Not Hispanic or Latino,Male
1,1,0.7611170267899947,White,Hispanic or Latino,Male
1,1,0.8992584403549554,White,Not Hispanic or Latino,Male
1,1,0.7276299630921204,Asian,Not Hispanic or Latino,Male
1,1,0.9650465900774903,White,Not Hispanic or Latino,Joint
0,1,0.8789651790447253,Asian,Not Hispanic or Latino,Joint
1,1,0.6148296219682217,White,Not Hispanic or Latino,Joint
1,1,0.941942603322894,Asian,Not Hispanic or Latino,Joint
1,1,0.935073178011303,Asian,Not Hispanic or Latino,Female
1,1,0.871706398458727,Asian,Not Hispanic or Latino,Male
0,1,0.9668762700514552,White,Not Hispanic or Latino,Joint
1,1,0.8479465666789274,Asian,Joint,Joint
1,1,0.819003493166005,Asian,Not Hispanic or Latino,Female
1,1,0.9584697848187438,Asian,Not Hispanic or Latino,Male
1,1,0.8723491002855042,White,Not Hispanic or Latino,Joint
1,1,0.8113926892637127,White,Not Hispanic or Latino,Joint
1,1,0.9582159353765289,White,Not Hispanic or Latino,Joint
1,1,0.9417740749665245,Asian,Not Hispanic or Latino,Joint
1,1,0.9028209102342378,Asian,Not Hispanic or Latino,Male
1,1,0.9711892086280703,Asian,Not Hispanic or Latino,Male
1,1,0.7261067752523526,Asian,Not Hispanic or Latino,Male
1,1,0.974153899994915,White,Not Hispanic or Latino,Joint
1,1,0.8349934995640581,Asian,Not Hispanic or Latino,Joint
1,1,0.9160709124418028,White,Not Hispanic or Latino,Joint
1,1,0.910624385651869,White,Not Hispanic or Latino,Female
1,1,0.9254805094517462,White,Not Hispanic or Latino,Female
1,1,0.8529784589300091,Asian,Not Hispanic or Latino,Female
1,1,0.8795906165507456,Asian,Not Hispanic or Latino,Joint
1,1,0.9770472876387712,White,Not Hispanic or Latino,Female
1,1,0.9314804447912757,White,Joint,Joint
1,1,0.9036574708644026,White,Not Hispanic or Latino,Male
0,1,0.9278354746079687,White,Not Hispanic or Latino,Joint
0,1,0.9100706850105487,Asian,Not Hispanic or Latino,Male
1,1,0.8954658449191615,White,Not Hispanic or Latino,Joint
1,1,0.8368632706215637,White,Not Hispanic or Latino,Joint
1,1,0.956650921407859,Asian,Not Hispanic or Latino,Male
1,1,0.9183779677426654,Asian,Not Hispanic or Latino,Female
1,1,0.9570090932460578,White,Not Hispanic or Latino,Joint
1,1,0.7249290484415284,White,Not Hispanic or Latino,Joint
1,1,0.9558795886188369,White,Not Hispanic or Latino,Joint
0,1,0.9381368435833362,Asian,Not Hispanic or Latino,Female
1,1,0.9028620030095106,Asian,Not Hispanic or Latino,Female
1,1,0.931150361473986,White,Not Hispanic or Latino,Male
1,1,0.8442231125510622,Asian,Not Hispanic or Latino,Female
